,T2,SWDNB,SWUPB,LWDNB,LWUPB,LH,HFX,GRDFLX
2016-06-02 04:00:00,289.2605896,0.0,0.0,394.6534729,399.016693115,1.70706295967,8.69115447998,14.597984314
2016-06-02 05:00:00,289.196289062,0.0,0.0,394.478515625,398.625549316,1.48370373249,7.3211555481,12.7668561935
2016-06-02 06:00:00,289.169281006,7.55610990524,0.906733214855,393.872650146,398.133728027,2.69131803513,9.55848026276,10.2572364807
2016-06-02 07:00:00,289.875335693,51.6625785828,6.19950866699,396.755859375,403.732757568,10.7179021835,23.557718277,-3.08897662163
2016-06-02 08:00:00,290.613494873,156.796737671,18.8156013489,398.350982666,412.661376953,36.7281799316,64.2919692993,-20.6343784332
2016-06-02 09:00:00,292.728942871,327.308380127,39.2769927979,405.821228027,431.821350098,89.9170761108,118.169830322,-51.6013908386
2016-06-02 10:00:00,295.196411133,656.591308594,78.790977478,385.10269165,458.800109863,184.285644531,226.955474854,-90.9742050171
2016-06-02 11:00:00,297.338378906,857.995544434,102.959472656,377.551879883,479.104431152,259.07611084,290.818023682,-104.303985596
2016-06-02 12:00:00,298.46862793,940.403076172,112.848373413,380.953643799,488.523590088,296.492401123,324.447357178,-100.381057739
2016-06-02 13:00:00,298.801574707,971.222351074,116.546669006,381.225616455,491.168334961,313.000183105,347.906707764,-86.3014678955
2016-06-02 14:00:00,298.351776123,945.375244141,113.445014954,379.730865479,489.903015137,305.994903564,348.934143066,-70.1792297363
2016-06-02 15:00:00,297.326080322,866.15814209,103.938987732,375.779937744,482.472106934,276.251617432,336.063262939,-47.5175704956
2016-06-02 16:00:00,296.22869873,739.948669434,88.7938690186,371.150268555,470.57800293,234.689224243,296.994567871,-24.0190811157
2016-06-02 17:00:00,295.198394775,576.192077637,69.1430511475,368.073059082,458.426849365,182.95274353,233.402297974,-4.05428600311
2016-06-02 18:00:00,293.807037354,389.53616333,46.7443504333,364.226104736,444.033203125,122.068023682,161.416320801,16.7713260651
2016-06-02 19:00:00,292.319274902,187.057693481,22.4469165802,361.222473145,427.340332031,58.6916923523,82.5645904541,38.8815956116
2016-06-02 20:00:00,291.038208008,31.7964134216,3.81556963921,358.508148193,410.894073486,12.1913709641,21.1534137726,55.0900611877
